"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"5059"," 3.312885e+01","-1.171973e+02","CA","1717","1698","4942","324","1315","502","4943","5058","1699","1700","3598","861","2077","862","937","938","1863","2974","4266","3395","3396","796","795","2075","5297","932","2877","3280","5606","936","705","4891","3281","704","1880","2515","1879","392","2517","2516","2518","220","219","5244","5245","4059","517","1539","2759","2394"
"5060"," 3.708598e+01","-1.210133e+02","CA","1919","3539","1952","1391","2913","4510","1920","1390","5628","3573","1306","2662","4172","171","1711","4509","4223","2551","5873","701","4395","1708","5946","2552","5874","1710","960","1307","1712","3492","1709","2303","2989","5652","3654","5087","2305","2987","2304","959","4796","2991","3369","2992","3367","477","3370","720","2361","4987"
"5061"," 3.843691e+01","-1.227133e+02","CA","1087","5062","3416","2869","1207","4593","5063","3417","3265","268","3812","3264","5750","3813","5686","881","2821","3262","1039","3263","2820","1038","1040","2642","2631","2643","1155","973","3353","5708","5707","3278","794","4163","238","4580","3215","3727","1103","3726","155","1650","1651","2630","1401","1649","2629","1400","2090","4220"
"5062"," 3.843683e+01","-1.227133e+02","CA","2869","268","1087","5063","5061","4593","3416","5686","5750","881","1207","3265","3417","3264","3262","3812","3813","3263","2820","2821","1039","2631","1038","2642","1040","5707","2643","1155","5708","3353","973","3278","4163","794","4580","3215","1103","238","1650","1651","1401","155","2629","2630","3727","3726","1400","1649","2333","4220"
"5063"," 3.843683e+01","-1.227134e+02","CA","5062","2869","268","3265","3416","5061","3417","1087","5750","5686","4593","1207","2820","3813","1039","1040","3264","1038","3263","2821","2642","3812","3262","1155","881","2643","973","3353","2631","5708","794","5707","3278","4163","238","155","3727","4580","3215","3726","1103","1651","1401","1650","2090","2629","1400","2630","2089","1649"
"5064"," 3.705506e+01","-1.206341e+02","CA","1239","92","765","91","2948","1635","1343","2818","2949","3934","57","2817","2897","5490","2951","2919","2950","1240","1452","3777","2816","3778","1341","3874","2918","1345","469","1342","3352","3884","2917","2914","766","1453","786","5935","2413","2916","785","2266","3542","2819","1344","5898","43","4720","4420","2267","2915","2644"
"5065"," 3.462527e+01","-1.201181e+02","CA","5066","3101","613","2327","612","3267","2012","421","4356","3169","6121","685","5309","5517","5518","3045","2545","4548","4662","703","5568","3973","1875","3898","3897","1874","467","173","4848","100","1115","4171","1114","99","1156","1157","2069","4847","418","1670","482","2526","700","2525","3217","1448","1449","3124","1214","1213"
"5066"," 3.462527e+01","-1.201182e+02","CA","5065","3101","613","612","2327","3267","2012","421","4356","3169","6121","685","5309","5517","5518","3045","2545","4548","4662","703","5568","3973","1875","3898","3897","1874","467","173","4171","4848","100","1115","1114","99","1156","1157","2069","4847","418","1670","482","2526","700","2525","3217","1448","1449","3124","1214","1213"
"5067"," 3.762236e+01","-1.224472e+02","CA","206","5928","205","296","509","207","3308","297","1652","510","1653","5924","5068","3389","1941","295","1940","3390","925","3391","5251","3392","1234","4341","4226","5250","197","903","751","904","2034","5199","2392","750","1440","4029","2035","2641","1441","740","3227","739","5249","4609","4414","5187","4415","5189","2182","5188"
"5068"," 3.762236e+01","-1.224473e+02","CA","3389","3391","297","206","5067","207","1941","509","205","296","1940","5928","1234","4341","3308","5924","3392","3390","1653","197","510","295","4226","903","5251","925","1440","1652","2034","2392","2035","1441","904","5250","5199","739","740","3227","750","4609","4029","751","2641","2182","3155","3154","2180","2181","5249","4414"
"5069"," 3.629274e+01","-1.150822e+02","NV","4152","4717","3189","4718","736","1362","4659","3821","4955","1003","3488","978","985","5830","5495","2150","5829","5109","735","2465","2466","4920","5918","3318","87","1947","3029","4519","5133","2966","997","3309","5573","5392","1896","4936","141","2397","3144","5917","987","2101","1368","5501","5580","4994","4352","2475","2464","3190"
"5070"," 4.071389e+01","-1.115499e+02","PACE","4052","6084","149","5911","1849","2497","4928","2775","3665","2776","4076","915","2408","2734","2498","1850","5824","2750","536","3664","884","4927","5439","3473","1202","1203","763","3717","885","764","4075","3721","4678","4929","4576","5071","916","537","2168","4051","1411","2735","5912","3715","3718","3723","3716","3714","4617","1092"
"5071"," 4.071389e+01","-1.115501e+02","PACE","6084","2408","149","4928","3665","2498","4052","5439","1850","2734","5070","4051","2750","1849","2775","4927","2735","3664","4678","536","2776","4929","5912","1203","884","537","916","3716","1202","1411","3721","2497","2736","764","915","4075","5911","3718","3473","4076","763","885","5824","3723","3715","3717","4576","2168","3722","4903"
"5072"," 3.790594e+01","-1.222081e+02","CA","5041","5450","1312","5039","425","4349","5876","5990","5454","6116","5877","5872","5042","1005","3984","6119","5453","1008","1536","3010","3007","4348","3008","6118","4669","6115","426","5425","4668","5040","3420","3009","6114","1006","5989","1537","5455","5875","5456","1007","5452","2398","3847","5448","3658","3183","6120","1311","1314","6117"
"5073"," 4.330597e+01","-1.225021e+02","PACW","1397","1454","4154","2905","1091","4610","2598","1019","5814","4595","585","4967","1023","3477","3879","4166","4904","2183","2088","5493","2728","790","5312","2076","4265","1033","5596","2906","586","4077","1223","4021","349","487","1222","4191","4263","5934","4438","1024","5088","380","3696","2983","2169","1261","1487","3119","2982","160"
"5074"," 4.264444e+01","-1.116965e+02","PACE","5075","2079","2080","2244","2243","2239","2241","2242","5443","2240","3553","44","352","1124","3552","2004","3240","3239","3947","3946","3949","3948","2747","2748","2229","5993","5994","1945","5995","3365","3565","3566","3966","4057","2002","4054","4056","4055","3965","2550","3964","5321","956","5284","5285","140","6038","2273","3125","2272"
"5075"," 4.264444e+01","-1.116967e+02","PACE","5074","2079","2080","2244","2243","2239","1124","2242","5443","44","2240","3553","2241","352","3552","2004","3240","3239","3947","3946","3949","3948","2748","2747","2229","5993","5994","1945","5995","3365","3565","3566","4057","2550","4054","4055","4056","3966","5321","2002","956","3965","5284","140","5285","3964","6038","2273","3125","2272"
"5076"," 3.642951e+01","-1.213319e+02","CA","3162","5879","3161","5248","1888","1104","2377","2378","3177","3176","3178","2379","5259","1724","2457","1148","5258","361","2455","363","5547","2071","5954","2456","5953","5546","2997","2454","5878","4224","5545","362","2898","1419","4290","5548","4527","231","3748","3559","3502","2057","424","2333","4641","1797","4220","1648","2629","1649"
"5077"," 4.755583e+01","-1.221656e+02","PSE","95","6072","5046","4875","1872","3216","3384","3660","1174","483","148","373","1623","2044","5174","570","3632","1551","5644","3786","1676","3684","5337","4613","447","486","4230","1781","2400","4787","2859","5724","4694","4190","4898","1871","374","2342","3730","4873","5923","3974","6111","3891","6125","419","5043","127","1262","5635"
"5078"," 3.827659e+01","-1.224620e+02","CA","128","2337","4240","4243","1436","4242","1812","1321","3142","4919","4744","2270","1811","272","1322","1323","1813","366","2271","273","2935","3046","130","3282","364","4241","2828","2827","3313","2912","1462","5023","4181","754","4857","1163","365","1889","5743","5742","1164","116","5227","4299","5228","117","5301","4298","3154","2181"
"5079"," 3.336978e+01","-1.175543e+02","CA","5080","96","5082","5081","4741","97","3158","4743","4740","4742","1538","1624","3414","3413","3412","3411","1626","1625","4061","2744","1723","2746","2745","4060","1720","1721","2587","1722","308","5514","2588","2591","2590","4605","4604","5516","5513","2589","5515","2586","2585","4062","310","309","2584","1392","1718","1389","2054","1393"
"5080"," 3.336932e+01","-1.175535e+02","CA","5082","96","5079","97","3158","4741","5081","4742","4743","4740","1624","1625","3413","1538","3412","1626","3411","3414","2744","2745","2746","4061","1723","4060","1721","4605","5514","5515","4604","1722","2591","5516","1720","2587","4062","308","2588","2590","1392","2589","2584","2585","310","5513","309","2586","1389","1718","1393","1719"
"5081"," 3.336970e+01","-1.175543e+02","CA","96","5082","97","4743","4741","4740","5080","5079","3158","4742","1624","3413","1538","1625","3412","1626","3411","3414","2744","2746","4061","2745","1723","1721","1720","4060","2588","2590","5514","1722","5515","4604","2587","4605","308","2591","5516","2585","2584","2589","2586","4062","310","5513","309","1392","1389","1719","1718","1393"
"5082"," 3.336970e+01","-1.175544e+02","CA","96","5080","97","5081","5079","4740","3158","4743","4741","4742","1538","1624","3413","1625","3411","1626","3412","3414","2744","2746","2745","4061","4605","1723","5516","5515","5514","1721","4060","4604","1722","5513","1720","2591","2588","308","2589","2590","1389","4062","1392","2585","310","2587","2584","309","2586","1393","2054","1718"
"5083"," 4.735917e+01","-1.221400e+02","PSE","3216","3061","3786","5764","5844","373","5724","1174","4292","2859","4022","924","715","4701","3633","533","4190","4004","1872","4613","4562","2798","2400","3729","304","4876","1057","2410","6111","5497","5046","4957","5261","3632","6110","95","4230","596","859","5800","2224","2044","1116","338","5531","2343","5000","1852","484","597"
"5084"," 3.515182e+01","-1.145780e+02","NV","4512","4339","5085","3043","5410","2510","3578","4511","3044","5412","4513","4542","2511","3579","414","3580","5411","5409","3577","4543","415","2743","1034","2260","2512","2259","1035","4865","1036","6006","3823","1179","6005","4288","4866","4277","3731","5639","2292","3822","4262","3824","4287","4289","1749","1747","4893","1703","1748","1750"
"5085"," 3.515182e+01","-1.145782e+02","NV","4512","414","4339","2743","4542","2510","5084","3579","2259","3044","4511","3043","2260","4543","3580","5410","5409","5411","3578","3577","1035","415","4513","2511","5412","1034","6006","1036","4865","6005","3823","3731","4866","2512","1179","4288","4262","5639","3824","4277","3822","1747","4289","2292","1749","4287","318","1748","1750","322"
"5086"," 3.488150e+01","-1.178920e+02","CA","2025","3217","3034","482","1670","4847","2069","99","1114","100","4848","1115","1175","2545","5518","5517","230","229","421","5065","5066","3101","612","613","2327","3267","2012","2022","2021","4356","3169","6121","685","5309","3045","4548","4662","703","5568","3973","1875","3898","3897","1874","467","173","4171","1156","1157","418"
"5087"," 3.857561e+01","-1.214976e+02","CA","959","5946","1710","477","2913","1708","1709","478","5873","960","5874","2779","720","5652","2662","1711","3539","1712","4510","5307","4586","4172","5653","3492","1952","1079","4395","4585","5060","4509","701","1077","1076","4726","1078","4724","5628","4723","4725","171","4727","300","1919","4223","4730","4728","301","1306","4729","1390"
"5088"," 4.319319e+01","-1.233465e+02","PACW","3477","2906","1091","4602","1017","4610","2983","349","5492","2169","1223","4967","1513","790","1630","4154","4263","3399","487","917","5204","2598","4463","1018","1145","4603","788","42","1019","5934","4852","4021","3398","5312","1946","4515","1261","1487","2170","4595","1136","5181","789","1629","4166","3879","4438","501","5493","4040"
"5089"," 4.745278e+01","-1.222631e+02","PSE","95","4875","5531","374","5260","4022","447","6125","3122","4190","4176","373","4553","5724","4787","4201","2156","715","1872","4872","3632","1287","2798","2087","4934","4900","4874","2611","2044","4701","3513","532","94","4851","203","4877","2162","6111","3633","5175","1238","3797","1855","3090","3061","1705","1902","2859","5725","1421"
"5090"," 4.009203e+01","-1.115857e+02","PACE","5091","3753","2415","5390","1500","3752","1691","3758","3116","3756","2234","5394","3757","5293","3751","5866","2730","633","5093","3754","4245","1108","2231","3285","3269","5120","5871","3366","1267","5395","5092","3755","882","5298","1264","1266","4228","1265","1263","752","2910","2371","2911","2909","1278","3808","5799","2908","2372","3041"
"5091"," 4.009185e+01","-1.115857e+02","PACE","2415","3755","2730","3752","1500","5090","3751","3116","5092","3756","5871","3753","5298","5395","2234","5093","3269","5866","3758","633","3754","5293","3757","5390","1108","5120","5394","2231","882","4245","3285","1691","4228","1264","3366","1266","1267","1265","1263","752","2371","5799","2910","1278","2911","2909","2908","3808","3041","2907"
"5092"," 4.009185e+01","-1.115859e+02","PACE","5091","3755","5293","3751","5390","5120","2415","1691","2231","5866","3758","3752","3285","3754","3753","5395","3756","5090","5871","5394","3366","1500","633","3116","2730","5093","4245","2234","1108","882","3269","1265","3757","1267","5298","1263","1264","1266","4228","752","2910","2371","5799","1278","2908","3808","2909","2911","2372","2907"
"5093"," 4.009203e+01","-1.115859e+02","PACE","3752","5871","5091","3116","1500","5293","5390","5090","633","5866","3756","1691","2415","3758","5395","5394","1108","3753","4245","5298","3751","2234","5120","882","3755","3269","2730","3757","3366","2231","1267","5092","1266","3754","1265","3285","1264","4228","1263","752","2910","2371","5799","2911","2909","1278","3808","2908","3041","2907"
"5094"," 4.002614e+01","-1.209617e+02","CA","573","167","3986","3988","3987","572","3708","2301","4189","3983","3709","1037","643","642","4461","4460","2017","910","283","911","5558","4703","2653","2376","1804","2542","3463","2363","2364","2109","444","4069","1762","1763","912","913","1152","1150","1151","3156","5010","5358","5359","5357","2844","3805","2843","1030","265","3806"
